,country_id,country_value,indicator_name,year,value,region,incomeLevel,lendingType,longitude,latitude
100,Z7,Europe & Central Asia,Exports of goods and services (current US$),2025,,Aggregates,Aggregates,Aggregates,,
101,Z7,Europe & Central Asia,Exports of goods and services (current US$),2024,13129045905189.2,Aggregates,Aggregates,Aggregates,,
102,Z7,Europe & Central Asia,Exports of goods and services (current US$),2023,12859649011799.2,Aggregates,Aggregates,Aggregates,,
103,Z7,Europe & Central Asia,Exports of goods and services (current US$),2022,12843930534714.4,Aggregates,Aggregates,Aggregates,,
104,Z7,Europe & Central Asia,Exports of goods and services (current US$),2021,11610809293390.2,Aggregates,Aggregates,Aggregates,,
105,Z7,Europe & Central Asia,Exports of goods and services (current US$),2020,9358949545211.11,Aggregates,Aggregates,Aggregates,,
106,Z7,Europe & Central Asia,Exports of goods and services (current US$),2019,10274649431650.7,Aggregates,Aggregates,Aggregates,,
107,Z7,Europe & Central Asia,Exports of goods and services (current US$),2018,10410851721147.1,Aggregates,Aggregates,Aggregates,,
108,Z7,Europe & Central Asia,Exports of goods and services (current US$),2017,9404907313966.76,Aggregates,Aggregates,Aggregates,,
109,Z7,Europe & Central Asia,Exports of goods and services (current US$),2016,8554872091264.84,Aggregates,Aggregates,Aggregates,,
110,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2025,,Aggregates,Aggregates,Aggregates,,
111,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2024,781490820323.544,Aggregates,Aggregates,Aggregates,,
112,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2023,752601713213.174,Aggregates,Aggregates,Aggregates,,
113,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2022,742638652620.425,Aggregates,Aggregates,Aggregates,,
114,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2021,629555294382.984,Aggregates,Aggregates,Aggregates,,
115,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2020,461519815826.701,Aggregates,Aggregates,Aggregates,,
116,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2019,554004317002.752,Aggregates,Aggregates,Aggregates,,
117,7E,Europe & Central Asia (excluding high income),Exports of goods and services (current US$),2018,543346898022.236,Aggregates,Aggregates,Aggregates,,
